id;curso;Area_the;setor;turno;grau;forma_evasao;ira;contagem_disciplinas;contagem_reprovacoes;evasao;proprep;
16521;Medicina Veterinária;LS;Setor de Ciências Agrárias;I;Bacharelado;Formatura;0,6596;82;6;0;0,073170732;3,84855E-06
6298;Engenharia Química;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,8812;75;0;0;0;2,11113E-05
57151;Ciências Biológicas;LS;Setor de Ciências Biológicas;M;Bacharelado;Sem evasão;0,8535;72;1;0;0,013888889;3,82323E-05
54546;Direito;LW;Setor de Ciências Jurídicas;N;Bacharelado;Formatura;0,8686;83;1;0;0,012048193;4,14476E-05
23888;Matemática;ED;Setor de Ciências Exatas;N;Licenciatura;Abandono;0,4919;6;3;1;0,5;6,13211E-05
12819;Odontologia;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,8151;86;0;0;0;6,80556E-05
22676;Estatística;PH;Setor de Ciências Exatas;N;Bacharelado;Abandono;0,406;40;24;1;0,6;8,21804E-05
36489;Administração;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,8392;54;2;0;0,037037037;8,5621E-05
46174;Engenharia de Produção;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,8045;122;9;0;0,073770492;8,57262E-05
42303;Odontologia;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,6976;113;4;0;0,03539823;9,26438E-05
69093;Informática Biomédica;CS;Setor de Ciências Exatas;I;Bacharelado;Sem evasão;0,6297;24;2;0;0,083333333;9,31487E-05
43146;Ciências Contábeis;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,6356;77;3;0;0,038961039;0,000101009
52955;Administração;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,8534;86;0;0;0;0,000133924
6517;História;AH;Setor de Ciências Humanas;T;ABI;Formatura;0,4016;95;43;0;0,452631579;0,000135701
22339;Administração;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Abandono;0,3845;53;24;1;0,452830189;0,000147032
8799;Ciências Biológicas;LS;Setor Palotina;I;Bacharelado;Formatura;0,8927;121;0;0;0;0,000158256
7612;Agronomia;LS;Setor de Ciências Agrárias;I;Bacharelado;Abandono;0,442;132;37;1;0,28030303;0,000190139
76407;Administração;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Sem evasão;0,7239;22;1;0;0,045454545;0,000194292
53317;Análise e Desenvolvimento de Sistemas;CS;Setor de Educação Profissional e Tecnológica;T;Tecnológico;Sem evasão;0,5279;62;10;0;0,161290323;0,000200274
55593;Matemática Industrial;PH;Setor de Ciências Exatas;T;Bacharelado;Abandono;0,7944;30;0;1;0;0,000222738
3460;Direito;LW;Setor de Ciências Jurídicas;N;Bacharelado;Formatura;0,6492;96;15;0;0,15625;0,000255491
43616;Medicina;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,8551;229;2;0;0,008733624;0,000272841
7786;Medicina Veterinária;LS;Setor de Ciências Agrárias;I;Bacharelado;Formatura;0,7003;73;6;0;0,082191781;0,000273845
66085;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Abandono;0,5984;19;4;1;0,210526316;0,000289269
44524;Engenharia de Produção;ET;Jandaia;T;Bacharelado;Abandono;0,2899;91;50;1;0,549450549;0,000301963
62079;Odontologia;CL;Setor de Ciências da Saúde;I;Bacharelado;Sem evasão;0,839;66;0;0;0;0,000315596
4712;Odontologia;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,7856;102;0;0;0;0,000326184
56817;Administração;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,5768;61;0;0;0;0,000342319
60746;Ciências;ED;Setor Litoral;N;Licenciatura;Formatura;0,9088;43;0;0;0;0,000349648
15612;Farmácia;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,761;118;2;0;0,016949153;0,000355372
61920;Terapia Ocupacional;PS;Setor de Ciências da Saúde;I;Bacharelado;Sem evasão;0,7732;53;2;0;0,037735849;0,000359399
20285;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Abandono;0,2414;20;8;1;0,4;0,000372193
73930;Medicina;CL;Setor de Ciências da Saúde;I;Bacharelado;Sem evasão;0,8506;69;0;0;0;0,000381939
23805;Agronomia;LS;Setor Palotina;I;Bacharelado;Abandono;0,4854;121;27;1;0,223140496;0,000382778
22494;Engenharia Ambiental;LS;Setor de Tecnologia;I;Bacharelado;Abandono;0,3961;38;14;1;0,368421053;0,000386171
27213;Engenharia Industrial Madeireira;ET;Setor de Ciências Agrárias;N;Bacharelado;Formatura;0,668;129;8;0;0,062015504;0,000390275
22911;Matemática;ED;Setor de Ciências Exatas;N;Licenciatura;Abandono;0,4213;8;3;1;0,375;0,000403829
68741;Estatística;PH;Setor de Ciências Exatas;N;Bacharelado;Abandono;0,08;2;2;1;1;0,000411934
66696;Artes Visuais;AH;Setor de Artes, Comunicação e Design;M;Bacharelado;Abandono;0,933;9;0;1;0;0,000412467
47074;Negócios Imobiliários;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Formatura;0,7734;74;2;0;0,027027027;0,000413279
43279;Medicina Veterinária;LS;Setor Palotina;I;Bacharelado;Abandono;0;1;0;1;0;0,00044154
42585;Geologia;PH;Setor de Ciências da Terra;I;Bacharelado;Formatura;0,756;117;1;0;0,008547009;0,000445085
35811;Direito;LW;Setor de Ciências Jurídicas;N;Bacharelado;Formatura;0,8304;88;1;0;0,011363636;0,000450497
5483;Engenharia Florestal;LS;Setor de Ciências Agrárias;I;Bacharelado;Formatura;0,7189;73;1;0;0,01369863;0,000451512
58605;Ciências Ambientais;LS;Setor Litoral;I;Bacharelado;Formatura;0,892;66;0;0;0;0,000452971
1632;Pedagogia;ED;Setor de Educação;M;Licenciatura;Formatura;0,8708;50;0;0;0;0,000457683
9002;Ciências Sociais;SS;Setor de Ciências Humanas;M;Bacharelado;Formatura;0,8322;58;0;0;0;0,000457945
43178;Zootecnia;LS;Setor de Ciências Agrárias;I;Bacharelado;Abandono;0;8;8;1;1;0,000485102
13554;Pedagogia;ED;Setor de Educação;M;Licenciatura;Formatura;0,8775;70;0;0;0;0,000520315
58893;Design de Produto;AH;Setor de Artes, Comunicação e Design;M;Bacharelado;Abandono;0,8472;33;0;1;0;0,000525456
40228;Direito;LW;Setor de Ciências Jurídicas;N;Bacharelado;Formatura;0,879;114;0;0;0;0,00052963
22190;Engenharia Elétrica;ET;Setor de Tecnologia;I;Bacharelado;Abandono;0,7618;132;2;1;0,015151515;0,000537809
17273;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Abandono;0,2745;14;5;1;0,357142857;0,000548436
46572;Terapia Ocupacional;PS;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,7989;106;4;0;0,037735849;0,000565592
50025;Farmácia;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,8279;124;0;0;0;0,000569537
14603;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;M;Bacharelado;Abandono;0,1644;37;9;1;0,243243243;0,000575761
42573;Engenharia Civil;ET;Centro de Estudos do Mar;T;Bacharelado;Sem evasão;0,2587;118;63;0;0,533898305;0,00059173
8375;Matemática Industrial;PH;Setor de Ciências Exatas;T;Bacharelado;Formatura;0,612;70;12;0;0,171428571;0,000603777
13491;Ciências Biológicas;LS;Setor Palotina;I;Bacharelado;Abandono;0,3424;85;32;1;0,376470588;0,000633258
44894;Estatística;PH;Setor de Ciências Exatas;N;Bacharelado;Abandono;0,5832;68;14;1;0,205882353;0,000642486
55028;Engenharia Mecânica;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,7882;88;1;0;0,011363636;0,000657683
46673;Física;ED;Setor de Ciências Exatas;N;Licenciatura;Abandono;0,541;31;5;1;0,161290323;0,000675292
46631;Oceanografia;PH;Centro de Estudos do Mar;I;Bacharelado;Formatura;0,7131;131;8;0;0,061068702;0,000730831
35953;Engenharia Florestal;LS;Setor de Ciências Agrárias;I;Bacharelado;Sem evasão;0,4036;187;18;0;0,096256684;0,000748053
72515;Educação Física;LS;Setor de Ciências Biológicas;I;Licenciatura;Sem evasão;0,8599;43;0;0;0;0,000750398
77766;Medicina;CL;Toledo;I;Bacharelado;Sem evasão;0,9075;33;0;0;0;0,000754366
43389;Ciência da Computação;CS;Setor de Ciências Exatas;I;Bacharelado;Formatura;0,6759;95;14;0;0,147368421;0,000765375
51978;Química;PH;Setor de Ciências Exatas;I;ABI;Formatura;0,7415;117;7;0;0,05982906;0,000768298
78256;Ciências Sociais;ED;Setor de Ciências Humanas;M;Licenciatura;Sem evasão;0,9017;35;0;0;0;0,000808496
76084;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Sem evasão;0,744;26;1;0;0,038461538;0,000814385
48876;Enfermagem;ED;Setor de Ciências da Saúde;I;Licenciatura;Abandono;0,8555;76;0;1;0;0,000864808
18105;Filosofia;AH;Setor de Ciências Humanas;M;ABI;Abandono;0,08;4;4;1;1;0,000879478
19269;Terapia Ocupacional;PS;Setor de Ciências da Saúde;I;Bacharelado;Abandono;0,1716;29;18;1;0,620689655;0,000881499
8887;Engenharia Ambiental;LS;Setor de Tecnologia;I;Bacharelado;Formatura;0,7165;85;5;0;0,058823529;0,000885366
5450;Engenharia de Produção;ET;Jandaia;T;Bacharelado;Formatura;0,8245;91;0;0;0;0,000897318
59433;Pedagogia;ED;Setor de Educação;M;Licenciatura;Formatura;0,8151;78;2;0;0,025641026;0,000915321
5545;Psicologia;PS;Setor de Ciências Humanas;I;Bacharelado;Formatura;0,856;92;1;0;0,010869565;0,000918724
47469;Agronomia;LS;Setor Palotina;I;Bacharelado;Abandono;0,3739;116;34;1;0,293103448;0,000920445
23471;Engenharia Elétrica;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,6514;192;20;0;0,104166667;0,000934048
31223;Engenharia Civil;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,5619;191;33;0;0,172774869;0,000940716
58448;Agronomia;LS;Setor de Ciências Agrárias;I;Bacharelado;Sem evasão;0,7709;111;3;0;0,027027027;0,00095115
79853;Ciências Sociais;ED;Setor de Ciências Humanas;M;Licenciatura;Abandono;0;7;4;1;0,571428571;0,00095754
33689;Terapia Ocupacional;PS;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,7708;126;2;0;0,015873016;0,000977253
64345;Gestão da Qualidade;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Formatura;0,6525;44;4;0;0,090909091;0,000978574
5587;Ciências Contábeis;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,7571;36;0;0;0;0,000984819
68177;Educação Física;LS;Setor de Ciências Biológicas;I;Licenciatura;Abandono;0,9122;18;0;1;0;0,000992739
25891;Medicina Veterinária;LS;Setor de Ciências Agrárias;I;Bacharelado;Formatura;0,5911;230;32;0;0,139130435;0,00099514
28890;Gestão da Informação;CS;Setor de Ciências Sociais Aplicadas;M;Bacharelado;Formatura;0,4849;181;29;0;0,160220994;0,001027601
72482;Educação Física;LS;Setor de Ciências Biológicas;I;Licenciatura;Sem evasão;0,8105;45;2;0;0,044444444;0,001038159
34896;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;M;Bacharelado;Formatura;0,8197;49;0;0;0;0,001038499
6857;Administração;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,7796;47;0;0;0;0,001039745
5760;Oceanografia;PH;Centro de Estudos do Mar;I;Bacharelado;Formatura;0,7805;134;1;0;0,007462687;0,001053039
10112;Ciências Biológicas;LS;Setor de Ciências Biológicas;M;Bacharelado;Formatura;0,8086;61;0;0;0;0,001089597
45307;Medicina;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,8611;184;0;0;0;0,001094464
68472;Engenharia Elétrica;ET;Setor de Tecnologia;I;Bacharelado;Sem evasão;0,6026;42;7;0;0,166666667;0,001107767
13911;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,6233;41;3;0;0,073170732;0,001119473
61240;Direito;LW;Setor de Ciências Jurídicas;N;Bacharelado;Formatura;0,862;73;0;0;0;0,001192188
54921;Saúde Coletiva;CL;Setor Litoral;M;Bacharelado;Abandono;0;37;4;1;0,108108108;0,001210126
4406;Design Gráfico;AH;Setor de Artes, Comunicação e Design;I;Bacharelado;Formatura;0,5348;124;17;0;0,137096774;0,001218239
41101;Artes;ED;Setor Litoral;M;Licenciatura;Formatura;0,8046;112;3;0;0,026785714;0,001246214
69646;Relações Públicas;SS;Setor de Artes, Comunicação e Design;I;Bacharelado;Sem evasão;0,6774;65;12;0;0,184615385;0,001248154
74417;Odontologia;CL;Setor de Ciências da Saúde;I;Bacharelado;Sem evasão;0,8195;29;0;0;0;0,001250799
79028;Arquitetura e Urbanismo;AH;Setor de Tecnologia;I;Bacharelado;Sem evasão;0,826;45;1;0;0,022222222;0,001258133
75221;Direito;LW;Setor de Ciências Jurídicas;N;Bacharelado;Sem evasão;0,7319;19;0;0;0;0,001273338
42685;Artes;ED;Setor Litoral;M;Licenciatura;Abandono;0;4;4;1;1;0,001280059
21312;Ciências Biológicas;LS;Setor de Ciências Biológicas;N;Bacharelado;Formatura;0,6992;91;2;0;0,021978022;0,001283759
17451;Ciências Biológicas;ED;Setor de Ciências Biológicas;N;Licenciatura;Formatura;0,7735;64;0;0;0;0,001286748
61956;Nutrição;CL;Setor de Ciências da Saúde;I;Bacharelado;Sem evasão;0,8656;57;0;0;0;0,00129543
37558;Ciências Contábeis;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,8554;51;0;0;0;0,001314624
75239;Direito;LW;Setor de Ciências Jurídicas;N;Bacharelado;Sem evasão;0,8018;37;1;0;0,027027027;0,001314654
47817;Pedagogia;ED;Setor de Educação;M;Licenciatura;Formatura;0,8611;94;0;0;0;0,001321456
5022;Física;ED;Setor de Ciências Exatas;N;Licenciatura;Abandono;0,1017;19;13;1;0,684210526;0,001328842
15954;Educação Física;LS;Setor de Ciências Biológicas;I;Licenciatura;Formatura;0,856;58;0;0;0;0,001338237
45111;Administração;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,8204;97;0;0;0;0,001358884
6052;Educação Física;LS;Setor de Ciências Biológicas;I;Bacharelado;Formatura;0,8282;52;0;0;0;0,001366941
60517;Engenharia de Aquicultura;LS;Setor Palotina;I;Bacharelado;Abandono;0,1275;40;25;1;0,625;0,001395452
8879;Engenharia Mecânica;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,8253;103;1;0;0,009708738;0,001405878
45583;Ciências Contábeis;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Abandono;0,1605;44;13;1;0,295454545;0,001408908
2813;Direito;LW;Setor de Ciências Jurídicas;N;Bacharelado;Abandono;0,5401;111;30;1;0,27027027;0,001424526
79915;Odontologia;CL;Setor de Ciências da Saúde;I;Bacharelado;Sem evasão;0,4459;13;4;0;0,307692308;0,001448237
45896;Engenharia Florestal;LS;Setor de Ciências Agrárias;I;Bacharelado;Abandono;0,6019;119;17;1;0,142857143;0,001452924
71187;Ciências Ambientais;LS;Setor Litoral;I;Bacharelado;Abandono;0,8671;27;2;1;0,074074074;0,001455205
1189;Estatística;PH;Setor de Ciências Exatas;N;Bacharelado;Abandono;0,012;5;5;1;1;0,00146507
30343;Comunicação Institucional;SS;Setor de Educação Profissional e Tecnológica;M;Tecnológico;Formatura;0,7519;43;0;0;0;0,001473036
42538;Engenharia Civil;ET;Centro de Estudos do Mar;T;Bacharelado;Formatura;0,7641;142;2;0;0,014084507;0,001480497
58959;Medicina;CL;Toledo;I;Bacharelado;Sem evasão;0,9246;77;0;0;0;0,001488248
52531;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Abandono;0,765;32;3;1;0,09375;0,001499166
7283;Direito;LW;Setor de Ciências Jurídicas;M;Bacharelado;Formatura;0,7525;82;3;0;0,036585366;0,001518879
68038;Direito;LW;Setor de Ciências Jurídicas;N;Bacharelado;Sem evasão;0,7402;53;0;0;0;0,001530091
35736;Medicina;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,8296;175;0;0;0;0,001558928
74118;Produção Cultural;AH;Setor de Artes, Comunicação e Design;M;Bacharelado;Sem evasão;0,9546;40;0;0;0;0,001573708
19276;Geografia;ED;Setor de Ciências da Terra;N;Licenciatura;Formatura;0,7393;85;4;0;0,047058824;0,00158454
63423;Zootecnia;LS;Setor de Ciências Agrárias;I;Bacharelado;Abandono;0;15;3;1;0,2;0,001606377
28204;Ciências Biológicas;ED;Setor Palotina;I;Licenciatura;Formatura;0,6182;186;29;0;0,155913978;0,001644343
7484;Design de Produto;AH;Setor de Artes, Comunicação e Design;M;Bacharelado;Formatura;0,7663;54;5;0;0,092592593;0,001667567
17494;Engenharia Ambiental;LS;Setor de Tecnologia;I;Bacharelado;Formatura;0,5883;79;10;0;0,126582278;0,001675248
38486;Psicologia;PS;Setor de Ciências Humanas;I;Bacharelado;Formatura;0,8679;92;2;0;0,02173913;0,001675535
79091;Ciência da Computação;CS;Setor de Ciências Exatas;I;Bacharelado;Sem evasão;0,7818;21;0;0;0;0,001686807
32705;Negócios Imobiliários;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Formatura;0,794;88;2;0;0,022727273;0,001689114
37290;Engenharia Mecânica;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,7321;156;5;0;0,032051282;0,001706845
54140;Medicina;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,87;143;0;0;0;0,001722678
36666;Engenharia de Bioprocessos e Biotecnologia;LS;Setor de Tecnologia;I;Bacharelado;Formatura;0,842;70;0;0;0;0,001728232
74149;Arquitetura e Urbanismo;AH;Setor de Tecnologia;I;Bacharelado;Sem evasão;0,826;58;0;0;0;0,001728412
77811;Expressão Gráfica;CS;Setor de Ciências Exatas;I;Bacharelado;Sem evasão;0,8653;31;0;0;0;0,001732618
28031;Engenharia Mecânica;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,6946;96;9;0;0,09375;0,001751677
40537;Ciências Contábeis;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,8936;49;0;0;0;0,001761556
76752;Informática Biomédica;CS;Setor de Ciências Exatas;I;Bacharelado;Abandono;0;6;6;1;1;0,001761786
4534;Física;PH;Setor de Ciências Exatas;M;Bacharelado;Formatura;0,6683;63;2;0;0,031746032;0,001791637
16530;Pedagogia;ED;Setor de Educação;N;Licenciatura;Abandono;0,3127;102;51;1;0,5;0,001830002
11016;Ciência da Computação;CS;Setor de Ciências Exatas;I;Bacharelado;Abandono;0,3627;17;7;1;0,411764706;0,001836171
71838;Análise e Desenvolvimento de Sistemas;CS;Setor de Educação Profissional e Tecnológica;T;Tecnológico;Sem evasão;0,5428;40;7;0;0,175;0,001844206
60046;Ciência da Computação;CS;Setor de Ciências Exatas;I;Bacharelado;Sem evasão;0,5022;44;5;0;0,113636364;0,00186456
47191;Engenharia de Bioprocessos e Biotecnologia;LS;Setor Palotina;I;Bacharelado;Formatura;0,7755;123;7;0;0,056910569;0,001870942
71355;Engenharia Civil;ET;Setor de Tecnologia;I;Bacharelado;Sem evasão;0,6871;49;4;0;0,081632653;0,001876566
44402;Filosofia;AH;Setor de Ciências Humanas;M;Bacharelado;Formatura;0,9168;89;0;0;0;0,001881114
75075;Medicina;CL;Toledo;I;Bacharelado;Sem evasão;0,7342;40;1;0;0,025;0,001881671
56441;Engenharia Mecânica;ET;Setor de Tecnologia;I;Bacharelado;Sem evasão;0,7408;79;0;0;0;0,00188956
19667;Computação;ED;Jandaia;T;Licenciatura;Abandono;0,202;22;18;1;0,818181818;0,001890407
43485;Direito;LW;Setor de Ciências Jurídicas;N;Bacharelado;Formatura;0,7019;119;3;0;0,025210084;0,001902544
19701;Ciências Contábeis;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Abandono;0,2044;34;15;1;0,441176471;0,001909674
35746;Arquitetura e Urbanismo;AH;Setor de Tecnologia;I;Bacharelado;Formatura;0,74;175;2;0;0,011428571;0,001922061
4767;Nutrição;CL;Setor de Ciências da Saúde;I;Bacharelado;Abandono;0,8364;6;0;1;0;0,001931797
70051;Engenharia Elétrica;ET;Setor de Tecnologia;I;Bacharelado;Sem evasão;0,8698;35;0;0;0;0,00193603
24051;História - Memória e Imagem;AH;Setor de Ciências Humanas;N;Bacharelado;Abandono;0,5025;12;3;1;0,25;0,001952996
33047;Geografia;ED;Setor de Ciências da Terra;M;Licenciatura;Formatura;0,7791;54;4;0;0,074074074;0,001969806
14763;Engenharia Elétrica;ET;Setor de Tecnologia;I;Bacharelado;Abandono;0,2596;217;95;1;0,437788018;0,001970872
14702;Informática Biomédica;CS;Setor de Ciências Exatas;I;Bacharelado;Abandono;0,0128;10;6;1;0,6;0,001986246
47769;Pedagogia;ED;Setor de Educação;M;Licenciatura;Formatura;0,9266;90;0;0;0;0,001990054
48807;Biomedicina;CL;Setor de Ciências Biológicas;I;Bacharelado;Formatura;0,8695;119;0;0;0;0,001992164
78677;Publicidade e Propaganda;SS;Setor de Artes, Comunicação e Design;I;Bacharelado;Sem evasão;0,8947;42;0;0;0;0,002010521
40639;Pedagogia;ED;Setor de Educação;M;Licenciatura;Formatura;0,8953;49;0;0;0;0,002032677
55829;Engenharia de Aquicultura;LS;Setor Palotina;I;Bacharelado;Abandono;0,1786;22;15;1;0,681818182;0,002036837
58092;Gestão da Qualidade;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Formatura;0,722;54;2;0;0,037037037;0,002057476
32158;Medicina Veterinária;LS;Setor Palotina;I;Bacharelado;Formatura;0,7876;73;0;0;0;0,002066391
54748;Ciências Biológicas;LS;Setor de Ciências Biológicas;M;Bacharelado;Abandono;0,2856;52;13;1;0,25;0,002071997
63128;Ciências Exatas;ET;Setor Palotina;N;ABI;Sem evasão;0,8162;80;2;0;0,025;0,002092218
38017;Nutrição;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,8615;47;0;0;0;0,002106147
16299;Engenharia Mecânica;ET;Setor de Tecnologia;N;Bacharelado;Formatura;0,8142;170;6;0;0,035294118;0,002129119
33581;Gestão Pública;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Formatura;0,8048;44;0;0;0;0,002144389
36820;Administração;BE;Setor de Ciências Sociais Aplicadas;M;Bacharelado;Formatura;0,8444;49;0;0;0;0,002155845
8476;Matemática;ED;Setor de Ciências Exatas;N;Licenciatura;Abandono;0,3661;92;30;1;0,326086957;0,00216152
69615;Química;PH;Setor de Ciências Exatas;I;ABI;Sem evasão;0,7212;55;1;0;0,018181818;0,002210967
38117;Agronomia;LS;Setor de Ciências Agrárias;I;Bacharelado;Formatura;0,6303;185;21;0;0,113513514;0,002222645
57560;Farmácia;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,8153;96;1;0;0,010416667;0,00223659
3952;Engenharia Química;ET;Setor de Tecnologia;I;Bacharelado;Abandono;0,6868;28;4;1;0,142857143;0,002248068
74794;Engenharia de Bioprocessos e Biotecnologia;LS;Setor de Tecnologia;I;Bacharelado;Sem evasão;0,6766;37;2;0;0,054054054;0,002253218
32634;Secretariado;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Formatura;0,793;68;2;0;0,029411765;0,00225833
79276;Informática Biomédica;CS;Setor de Ciências Exatas;I;Bacharelado;Sem evasão;0,2663;10;5;0;0,5;0,00226697
72494;Educação Física;LS;Setor de Ciências Biológicas;I;Licenciatura;Abandono;0,8165;24;4;1;0,166666667;0,002268146
66055;Medicina Veterinária;LS;Setor de Ciências Agrárias;I;Bacharelado;Sem evasão;0,5972;40;2;0;0,05;0,002276182
79263;Agronomia;LS;Setor de Ciências Agrárias;I;Bacharelado;Sem evasão;0,6346;29;3;0;0,103448276;0,002285083
10042;Turismo;BE;Setor de Ciências Humanas;N;Bacharelado;Formatura;0,8084;52;0;0;0;0,002308287
50827;Ciências Biológicas;LS;Setor de Ciências Biológicas;M;Bacharelado;Abandono;0,6034;52;8;1;0,153846154;0,002317812
16999;Zootecnia;LS;Setor de Ciências Agrárias;I;Bacharelado;Abandono;0,6864;20;0;1;0;0,002337452
60126;Engenharia Civil;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,7392;80;0;0;0;0,002338775
31648;Administração;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,7788;49;2;0;0,040816327;0,002381785
28081;Engenharia de Aquicultura;LS;Centro de Estudos do Mar;M;Bacharelado;Formatura;0,696;64;7;0;0,109375;0,002383592
21535;Filosofia;AH;Setor de Ciências Humanas;N;ABI;Abandono;0,3257;42;16;1;0,380952381;0,002386968
54586;Ciências;ED;Setor Litoral;N;Licenciatura;Abandono;0;14;7;1;0,5;0,002392841
42650;Terapia Ocupacional;PS;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,7824;123;0;0;0;0,002401233
34721;Comunicação Institucional;SS;Setor de Educação Profissional e Tecnológica;M;Tecnológico;Formatura;0,8173;59;0;0;0;0,002419621
70298;Análise e Desenvolvimento de Sistemas;CS;Setor de Educação Profissional e Tecnológica;T;Tecnológico;Sem evasão;0,414;25;8;0;0,32;0,002427965
1507;Pedagogia;ED;Setor de Educação;M;Licenciatura;Formatura;0,7129;47;4;0;0,085106383;0,002450004
53913;Psicologia;PS;Setor de Ciências Humanas;I;Bacharelado;Formatura;0,878;119;0;0;0;0,002452453
45093;Estatística;PH;Setor de Ciências Exatas;N;Bacharelado;Abandono;0,467;36;8;1;0,222222222;0,002498207
49925;Fisioterapia;CL;Setor de Ciências Biológicas;I;Bacharelado;Abandono;0,8104;95;0;1;0;0,002547593
62001;Odontologia;CL;Setor de Ciências da Saúde;I;Bacharelado;Sem evasão;0,7959;66;0;0;0;0,002567679
54291;Ciências Contábeis;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,7045;68;8;0;0,117647059;0,002575136
37450;Gestão Pública;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Formatura;0,8539;53;0;0;0;0,002599462
39520;Terapia Ocupacional;PS;Setor de Ciências da Saúde;N;Bacharelado;Abandono;0,8809;19;0;1;0;0,002609146
8005;História - Memória e Imagem;AH;Setor de Ciências Humanas;N;Bacharelado;Abandono;0,161;10;9;1;0,9;0,002613861
14258;História - Memória e Imagem;AH;Setor de Ciências Humanas;N;Bacharelado;Formatura;0,6789;67;12;0;0,179104478;0,002620842
25806;Engenharia de Produção;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,6923;143;13;0;0,090909091;0,002636153
36534;Medicina;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,6856;230;25;0;0,108695652;0,002660089
79369;Pedagogia;ED;Setor de Educação;M;Licenciatura;Sem evasão;0,7845;29;1;0;0,034482759;0,002684453
3279;Agroecologia;LS;Setor Litoral;M;Tecnológico;Formatura;0,7735;32;0;0;0;0,002684614
5770;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,738;53;0;0;0;0,002694168
55089;Educação do Campo;ED;Setor Litoral;I;Licenciatura;Abandono;0;10;7;1;0,7;0,002701738
55925;Psicologia;PS;Setor de Ciências Humanas;I;Bacharelado;Formatura;0,8589;100;1;0;0,01;0,002713937
70242;Agronomia;LS;Setor Palotina;I;Bacharelado;Sem evasão;0,4806;46;6;0;0,130434783;0,002720122
13493;Secretariado;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Formatura;0,8607;54;0;0;0;0,002731853
