id;curso;Area_the;setor;turno;grau;forma_evasao;ira;contagem_disciplinas;contagem_reprovacoes;evasao;proprep;
37296;Engenharia Civil;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,8519;82;0;0;0;0,119678734
7958;Psicologia;PS;Setor de Ciências Humanas;I;Bacharelado;Formatura;0,8837;90;0;0;0;0,119682936
15371;Engenharia Mecânica;ET;Setor de Tecnologia;I;Bacharelado;Abandono;0,4402;78;19;1;0,243589744;0,11968987
49879;Ciência da Computação;CS;Setor de Ciências Exatas;I;Bacharelado;Formatura;0,7443;88;11;0;0,125;0,119693238
74167;Ciências Biológicas;LS;Setor de Ciências Biológicas;M;Bacharelado;Sem evasão;0,6759;13;3;0;0,230769231;0,119693304
40680;Psicologia;PS;Setor de Ciências Humanas;I;Bacharelado;Formatura;0,8965;79;1;0;0,012658228;0,119704139
8866;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,7668;59;0;0;0;0,119704199
17309;Química;PH;Setor de Ciências Exatas;I;ABI;Formatura;0,738;91;7;0;0,076923077;0,119719043
33347;Engenharia Civil;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,5919;146;19;0;0,130136986;0,119730727
33468;Geografia;SS;Setor de Ciências da Terra;N;Bacharelado;Abandono;0,6657;97;6;1;0,06185567;0,119739305
52551;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,7268;66;0;0;0;0,119767529
50138;Geografia;SS;Setor de Ciências da Terra;N;ABI;Abandono;0;5;5;1;1;0,119779345
12494;Engenharia Cartográfica e de Agrimensura;ET;Setor de Ciências da Terra;I;Bacharelado;Formatura;0,5344;149;34;0;0,228187919;0,119806961
59541;Medicina Veterinária;LS;Setor de Ciências Agrárias;I;Bacharelado;Formatura;0,8577;101;0;0;0;0,119812401
8770;Medicina Veterinária;LS;Setor de Ciências Agrárias;I;Bacharelado;Formatura;0,6823;93;4;0;0,043010753;0,119812422
9921;Engenharia Industrial Madeireira;ET;Setor de Ciências Agrárias;N;Bacharelado;Abandono;0,4435;43;16;1;0,372093023;0,119817654
78204;Psicologia;PS;Setor de Ciências Humanas;I;Bacharelado;Sem evasão;0,8909;40;1;0;0,025;0,119818336
73046;Geologia;PH;Setor de Ciências da Terra;I;Bacharelado;Sem evasão;0,3137;27;15;0;0,555555556;0,119840573
39881;Ciências Sociais;ED;Setor de Ciências Humanas;M;Licenciatura;Abandono;0,6767;63;7;1;0,111111111;0,11985649
359;Ciências Exatas;ET;Centro de Estudos do Mar;N;ABI;Abandono;0;4;4;1;1;0,119857056
57642;Medicina;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,8461;145;0;0;0;0,119871977
56957;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,7095;53;1;0;0,018867925;0,119880665
16265;Engenharia Florestal;LS;Setor de Ciências Agrárias;I;Bacharelado;Abandono;0,3468;9;7;1;0,777777778;0,119898075
18066;Terapia Ocupacional;PS;Setor de Ciências da Saúde;I;Bacharelado;Abandono;0,0764;22;13;1;0,590909091;0,119911966
36739;Secretariado;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Formatura;0,8432;54;0;0;0;0,11991486
53068;Geografia;SS;Setor de Ciências da Terra;N;Bacharelado;Abandono;0,5773;70;8;1;0,114285714;0,119917365
14468;Engenharia Florestal;LS;Setor de Ciências Agrárias;I;Bacharelado;Formatura;0,771;119;0;0;0;0,119920742
43303;Farmácia;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,8557;142;0;0;0;0,119926481
12362;Medicina Veterinária;LS;Setor Palotina;I;Bacharelado;Formatura;0,7327;92;3;0;0,032608696;0,119938568
27130;Ciências Biológicas;LS;Setor de Ciências Biológicas;M;Bacharelado;Formatura;0,8124;73;2;0;0,02739726;0,119945456
41951;Pedagogia;ED;Setor de Educação;N;Licenciatura;Formatura;0,931;52;0;0;0;0,119950266
63877;Expressão Gráfica;CS;Setor de Ciências Exatas;I;Bacharelado;Formatura;0,9024;47;0;0;0;0,119961334
44834;Administração Pública;BE;Setor Litoral;N;Bacharelado;Formatura;0,8314;90;3;0;0,033333333;0,119968958
79876;Educação do Campo;ED;Setor Litoral;I;Licenciatura;Abandono;0,6;8;4;1;0,5;0,119975092
28032;Engenharia Civil;ET;Setor de Tecnologia;I;Bacharelado;Abandono;0,6946;41;6;1;0,146341463;0,119980028
59320;Filosofia;AH;Setor de Ciências Humanas;M;Bacharelado;Sem evasão;0,621;76;12;0;0,157894737;0,11999067
18447;Agronomia;LS;Setor de Ciências Agrárias;I;Bacharelado;Abandono;0,1086;7;7;1;1;0,119996353
11135;Farmácia;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,8028;118;0;0;0;0,119999038
25181;Ciências Contábeis;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,5781;66;7;0;0,106060606;0,120016293
41953;Geografia;SS;Setor de Ciências da Terra;N;Bacharelado;Formatura;0,5659;55;6;0;0,109090909;0,120017505
33920;Engenharia de Energia;ET;Setor Palotina;M;Bacharelado;Formatura;0,6696;185;20;0;0,108108108;0,12005615
67858;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Sem evasão;0,397;27;10;0;0,37037037;0,120112442
36558;Direito;LW;Setor de Ciências Jurídicas;N;Bacharelado;Formatura;0,8402;60;0;0;0;0,120131331
32844;Agronomia;LS;Setor de Ciências Agrárias;I;Bacharelado;Formatura;0,7957;96;1;0;0,010416667;0,120139535
27419;Negócios Imobiliários;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Formatura;0,6752;96;9;0;0,09375;0,120150213
46008;Odontologia;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,7987;104;0;0;0;0,120153245
77388;Farmácia;CL;Setor de Ciências da Saúde;I;Bacharelado;Sem evasão;0,7341;44;1;0;0,022727273;0,120172908
33571;Gestão da Qualidade;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Formatura;0,8048;72;2;0;0,027777778;0,120177698
51523;Engenharia de Bioprocessos e Biotecnologia;LS;Setor de Tecnologia;I;Bacharelado;Formatura;0,7832;96;2;0;0,020833333;0,12019271
15293;Medicina;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,8091;165;0;0;0;0,120200916
10386;Engenharia de Produção;ET;Jandaia;T;Bacharelado;Formatura;0,6363;105;14;0;0,133333333;0,12020206
7877;Engenharia de Bioprocessos e Biotecnologia;LS;Setor de Tecnologia;I;Bacharelado;Formatura;0,8631;82;0;0;0;0,120212802
4195;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Abandono;0,445;8;3;1;0,375;0,120217739
78952;Análise e Desenvolvimento de Sistemas;CS;Setor de Educação Profissional e Tecnológica;T;Tecnológico;Sem evasão;0,8746;35;0;0;0;0,120217818
19500;Produção Cênica;AH;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Abandono;0,19;7;5;1;0,714285714;0,12022378
39062;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;M;Bacharelado;Abandono;0,9;6;0;1;0;0,120250494
45069;Administração;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Abandono;0,4318;62;10;1;0,161290323;0,120262959
50738;Fisioterapia;CL;Setor de Ciências Biológicas;I;Bacharelado;Formatura;0,8529;107;0;0;0;0,120283287
24236;Educação Física;LS;Setor de Ciências Biológicas;I;Licenciatura;Abandono;0,52;5;4;1;0,8;0,120285105
77904;Agronomia;LS;Setor de Ciências Agrárias;I;Bacharelado;Sem evasão;0,5581;30;8;0;0,266666667;0,120289411
76189;Pedagogia;ED;Setor de Educação;M;Licenciatura;Sem evasão;0,9271;31;0;0;0;0,1202909
42720;Gestão de Turismo;BE;Setor Litoral;N;Tecnológico;Abandono;0;5;4;1;0,8;0,120295983
10605;Educação Física;LS;Setor de Ciências Biológicas;I;Licenciatura;Formatura;0,7444;70;7;0;0,1;0,120299865
28131;Matemática;ED;Setor de Ciências Exatas;N;Licenciatura;Formatura;0,6974;56;9;0;0,160714286;0,120303678
40828;Engenharia Civil;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,8417;124;0;0;0;0,120324965
65545;Administração;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,7431;66;3;0;0,045454545;0,120337946
4779;Turismo;BE;Setor de Ciências Humanas;N;Bacharelado;Formatura;0,8167;52;0;0;0;0,120352272
55074;Medicina;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,87;143;0;0;0;0,12037654
71136;Administração;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Sem evasão;0,7277;38;4;0;0,105263158;0,120434234
74523;Negócios Imobiliários;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Formatura;0,9442;34;0;0;0;0,120434495
29649;Ciências Contábeis;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,7379;54;8;0;0,148148148;0,12043939
78160;Jornalismo;SS;Setor de Artes, Comunicação e Design;I;Bacharelado;Sem evasão;0,9208;43;0;0;0;0,120464621
5672;Ciências Contábeis;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Abandono;0;6;6;1;1;0,120480391
36380;Negócios Imobiliários;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Formatura;0,8373;37;0;0;0;0,120484215
31813;Educação Física;LS;Setor de Ciências Biológicas;I;Bacharelado;Abandono;0,7817;25;2;1;0,08;0,120524795
37607;Medicina;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,8561;183;0;0;0;0,120541467
15246;Enfermagem;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,7529;95;3;0;0,031578947;0,120552113
29966;Direito;LW;Setor de Ciências Jurídicas;N;Bacharelado;Formatura;0,7447;72;0;0;0;0,120555198
37433;Engenharia Química;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,8538;110;2;0;0,018181818;0,12055904
7364;Ciências Biológicas;ED;Setor de Ciências Biológicas;M;Licenciatura;Abandono;0,8113;33;3;1;0,090909091;0,120559613
57363;Educação Física;LS;Setor Litoral;N;Licenciatura;Formatura;0,8293;67;2;0;0,029850746;0,120569375
3560;Engenharia Industrial Madeireira;ET;Setor de Ciências Agrárias;N;Bacharelado;Formatura;0,6801;99;12;0;0,121212121;0,120576324
52944;Administração;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,8856;89;0;0;0;0,120579888
9249;Administração;BE;Setor de Ciências Sociais Aplicadas;M;Bacharelado;Formatura;0,8283;54;2;0;0,037037037;0,120587856
50504;Engenharia Florestal;LS;Setor de Ciências Agrárias;I;Bacharelado;Abandono;0;9;1;1;0,111111111;0,120605891
2784;História;AH;Setor de Ciências Humanas;T;ABI;Abandono;0,444;68;19;1;0,279411765;0,120622981
25373;Análise e Desenvolvimento de Sistemas;CS;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Formatura;0,5902;79;18;0;0,227848101;0,120625924
12887;Matemática;ED;Setor de Ciências Exatas;T;Licenciatura;Formatura;0,5411;92;27;0;0,293478261;0,120636453
43901;Artes Visuais;ED;Setor de Artes, Comunicação e Design;M;Licenciatura;Abandono;0;9;8;1;0,888888889;0,120637848
71943;Biomedicina;CL;Setor de Ciências Biológicas;I;Bacharelado;Sem evasão;0,8725;49;0;0;0;0,120640021
60438;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Sem evasão;0,6926;54;1;0;0,018518519;0,120647495
7332;História - Memória e Imagem;AH;Setor de Ciências Humanas;N;Bacharelado;Formatura;0,677;52;14;0;0,269230769;0,120647825
59126;Medicina Veterinária;LS;Setor de Ciências Agrárias;I;Bacharelado;Sem evasão;0,6889;72;1;0;0,013888889;0,120666837
64471;Negócios Imobiliários;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Sem evasão;0,3725;47;20;0;0,425531915;0,120674334
74691;Enfermagem;ED;Setor de Ciências da Saúde;I;Licenciatura;Sem evasão;0,722;33;1;0;0,03030303;0,120681033
12520;Direito;LW;Setor de Ciências Jurídicas;N;Bacharelado;Formatura;0,7056;78;3;0;0,038461538;0,12068234
54649;Enfermagem;ED;Setor de Ciências da Saúde;I;Licenciatura;Formatura;0,879;82;1;0;0,012195122;0,120684098
47786;Pedagogia;ED;Setor de Educação;M;Licenciatura;Formatura;0,8816;93;0;0;0;0,120686673
55273;Administração;BE;Setor de Ciências Sociais Aplicadas;M;Bacharelado;Abandono;0;3;0;1;0;0,120721539
14061;Terapia Ocupacional;PS;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,744;77;2;0;0,025974026;0,120739156
61630;História;ED;Setor de Ciências Humanas;T;Licenciatura;Abandono;0,08;10;5;1;0,5;0,120754104
68826;Filosofia;AH;Setor de Ciências Humanas;M;Bacharelado;Sem evasão;0,3978;32;9;0;0,28125;0,120795395
62773;Engenharia Elétrica;ET;Setor de Tecnologia;I;Bacharelado;Sem evasão;0,7355;55;0;0;0;0,120798034
12061;Odontologia;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,815;96;0;0;0;0,120799152
39330;História;AH;Setor de Ciências Humanas;T;ABI;Formatura;0,8777;56;0;0;0;0,120803635
78669;Engenharia Mecânica;ET;Setor de Tecnologia;I;Bacharelado;Sem evasão;0,3567;5;3;0;0,6;0,120814966
79530;Ciências Contábeis;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Sem evasão;0,7009;27;0;0;0;0,120833178
2219;Engenharia de Aquicultura;LS;Setor Palotina;I;Bacharelado;Abandono;0,0401;33;26;1;0,787878788;0,120855795
44045;Odontologia;CL;Setor de Ciências da Saúde;I;Bacharelado;Abandono;0,6302;103;10;1;0,097087379;0,120873553
22531;Odontologia;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,6297;90;16;0;0,177777778;0,120890786
2510;Geografia;SS;Setor de Ciências da Terra;M;Bacharelado;Formatura;0,8548;38;0;0;0;0,120900913
9792;Filosofia;AH;Setor de Ciências Humanas;N;ABI;Abandono;0,4696;14;8;1;0,571428571;0,120904692
48814;Agronomia;LS;Setor Palotina;I;Bacharelado;Formatura;0,6116;167;26;0;0,155688623;0,120909938
66119;Engenharia Ambiental;LS;Setor de Tecnologia;I;Bacharelado;Abandono;0;12;6;1;0,5;0,120933204
2205;Terapia Ocupacional;PS;Setor de Ciências da Saúde;N;Bacharelado;Abandono;0,0394;44;32;1;0,727272727;0,120934413
7604;Engenharia Industrial Madeireira;ET;Setor de Ciências Agrárias;N;Bacharelado;Formatura;0,5495;110;27;0;0,245454545;0,120939727
69069;História;AH;Setor de Ciências Humanas;T;Bacharelado;Sem evasão;0,8466;34;1;0;0,029411765;0,12095995
61038;Ciência da Computação;CS;Setor de Ciências Exatas;I;Bacharelado;Sem evasão;0,6324;44;1;0;0,022727273;0,120966186
72367;Direito;LW;Setor de Ciências Jurídicas;N;Bacharelado;Sem evasão;0,7701;43;0;0;0;0,120986519
74174;Ciências Contábeis;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Abandono;0,3677;16;1;1;0,0625;0,12100362
24438;Análise e Desenvolvimento de Sistemas;CS;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Abandono;0,5348;24;7;1;0,291666667;0,121008103
62389;Engenharia Civil;ET;Setor de Tecnologia;I;Bacharelado;Abandono;0;7;6;1;0,857142857;0,121013548
54989;Ciências Sociais;ED;Setor de Ciências Humanas;M;Licenciatura;Sem evasão;0,8365;55;0;0;0;0,121021277
53152;Gestão Pública;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Formatura;0,5949;64;7;0;0,109375;0,121048278
46058;Filosofia;AH;Setor de Ciências Humanas;M;Bacharelado;Formatura;0,7602;90;11;0;0,122222222;0,121060148
27012;Pedagogia;ED;Setor de Educação;M;Licenciatura;Formatura;0,6601;79;19;0;0,240506329;0,121072257
3357;Artes Visuais;ED;Setor de Artes, Comunicação e Design;M;Licenciatura;Abandono;0,8275;51;3;1;0,058823529;0,121095571
63005;Geografia;SS;Setor de Ciências da Terra;N;Bacharelado;Sem evasão;0,9183;65;0;0;0;0,121099096
17277;Física;ED;Setor de Ciências Exatas;N;Licenciatura;Abandono;0,2743;28;10;1;0,357142857;0,121120626
50640;Educação Física;LS;Setor de Ciências Biológicas;I;Licenciatura;Formatura;0,8231;79;0;0;0;0,121138716
42328;Zootecnia;LS;Setor de Ciências Agrárias;I;Bacharelado;Formatura;0,704;155;9;0;0,058064516;0,121148507
75603;Enfermagem;ED;Setor de Ciências da Saúde;I;Licenciatura;Sem evasão;0,8257;26;0;0;0;0,12116341
988;Ciências Contábeis;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Abandono;0,006;5;5;1;1;0,121169034
4327;Direito;LW;Setor de Ciências Jurídicas;N;Bacharelado;Abandono;0;8;8;1;1;0,121184449
56337;Engenharia Mecânica;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,8919;75;0;0;0;0,12118878
8160;Medicina Veterinária;LS;Setor de Ciências Agrárias;I;Bacharelado;Formatura;0,6312;76;3;0;0,039473684;0,121267085
62000;Odontologia;CL;Setor de Ciências da Saúde;I;Bacharelado;Sem evasão;0,7983;57;0;0;0;0,121268347
15364;Administração;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,8568;62;0;0;0;0,121269904
17624;Educação Física;LS;Setor de Ciências Biológicas;I;Bacharelado;Formatura;0,8496;53;0;0;0;0,121281204
79137;Engenharia Mecânica;ET;Setor de Tecnologia;I;Bacharelado;Sem evasão;0,7092;28;0;0;0;0,121314523
50740;Fisioterapia;CL;Setor de Ciências Biológicas;I;Bacharelado;Formatura;0,8721;108;0;0;0;0,121324884
34232;Medicina;CL;Setor de Ciências da Saúde;I;Bacharelado;Formatura;0,8115;136;0;0;0;0,121330376
22211;Matemática;ED;Setor de Ciências Exatas;N;Licenciatura;Abandono;0,3783;11;5;1;0,454545455;0,121374008
24005;Engenharia Industrial Madeireira;ET;Setor de Ciências Agrárias;N;Bacharelado;Abandono;0,4998;55;9;1;0,163636364;0,121374942
73254;Medicina;CL;Toledo;I;Bacharelado;Sem evasão;0,8231;50;0;0;0;0,121377206
33766;Biomedicina;CL;Setor de Ciências Biológicas;I;Bacharelado;Formatura;0,8067;71;0;0;0;0,121380806
43176;Geografia;SS;Setor de Ciências da Terra;N;Bacharelado;Abandono;0,5281;96;19;1;0,197916667;0,121389043
6445;Ciências Econômicas;BE;Setor de Ciências Sociais Aplicadas;M;Bacharelado;Formatura;0,7276;54;1;0;0,018518519;0,121397743
43786;Engenharia Civil;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,6637;140;9;0;0,064285714;0,121409311
72684;Engenharia Elétrica;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,7793;26;0;0;0;0,121417974
44571;Análise e Desenvolvimento de Sistemas;CS;Setor de Educação Profissional e Tecnológica;T;Tecnológico;Abandono;0,1735;25;7;1;0,28;0,12143563
77173;Engenharia Mecânica;ET;Setor de Tecnologia;I;Bacharelado;Sem evasão;0,4333;14;4;0;0,285714286;0,121438735
13275;Ciências Sociais;ED;Setor de Ciências Humanas;M;Licenciatura;Abandono;0,2462;74;34;1;0,459459459;0,121502384
70373;Engenharia Mecânica;ET;Setor de Tecnologia;I;Bacharelado;Abandono;0,0857;6;5;1;0,833333333;0,12150687
11031;Engenharia Civil;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,6337;97;7;0;0,072164948;0,121510937
76197;Pedagogia;ED;Setor de Educação;M;Licenciatura;Sem evasão;0,7774;29;3;0;0,103448276;0,121521819
53340;Análise e Desenvolvimento de Sistemas;CS;Setor de Educação Profissional e Tecnológica;T;Tecnológico;Formatura;0,7029;64;4;0;0,0625;0,121524722
22758;Farmácia;CL;Setor de Ciências da Saúde;I;Bacharelado;Abandono;0,4115;23;11;1;0,47826087;0,121533164
51664;Engenharia Química;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,8127;125;1;0;0,008;0,121534938
24594;Pedagogia;ED;Setor de Educação;N;Licenciatura;Abandono;0,5441;30;4;1;0,133333333;0,121560643
23690;Direito;LW;Setor de Ciências Jurídicas;N;Bacharelado;Formatura;0,8485;72;0;0;0;0,121572041
49576;Engenharia de Alimentos;LS;Jandaia;M;Bacharelado;Formatura;0,5781;113;28;0;0,247787611;0,121576738
13285;Psicologia;PS;Setor de Ciências Humanas;I;Bacharelado;Formatura;0,9007;88;0;0;0;0,121577082
52928;Medicina Veterinária;LS;Setor de Ciências Agrárias;I;Bacharelado;Formatura;0,7577;83;0;0;0;0,121577147
40944;Ciências;ED;Setor Litoral;N;Licenciatura;Formatura;0,8796;64;0;0;0;0,121587216
49812;Odontologia;CL;Setor de Ciências da Saúde;I;Bacharelado;Abandono;0,8749;68;0;1;0;0,121605998
67375;Administração Pública;BE;Setor Litoral;N;Bacharelado;Sem evasão;0,8522;45;1;0;0,022222222;0,121624639
50002;Educação do Campo;ED;Setor Litoral;I;Licenciatura;Formatura;0,8106;49;0;0;0;0,121633162
13336;Matemática;ED;Setor de Ciências Exatas;T;Licenciatura;Abandono;0,3642;71;24;1;0,338028169;0,121636728
26334;Agronomia;LS;Setor Palotina;I;Bacharelado;Formatura;0,6368;157;11;0;0,070063694;0,121645349
60389;Ciências Exatas;ET;Centro de Estudos do Mar;N;ABI;Sem evasão;0,4774;63;14;0;0,222222222;0,121645774
34000;Direito;LW;Setor de Ciências Jurídicas;M;Bacharelado;Formatura;0,7738;61;0;0;0;0,121660445
6407;Física;PH;Setor de Ciências Exatas;M;Bacharelado;Abandono;0,3577;29;15;1;0,517241379;0,121679228
33397;Gestão Pública;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Formatura;0,8025;35;0;0;0;0,12168792
39725;Ciências Biológicas;LS;Setor de Ciências Biológicas;M;Bacharelado;Formatura;0,6289;134;2;0;0,014925373;0,121690305
49759;Gestão e Empreendedorismo;BE;Setor Litoral;N;Bacharelado;Abandono;0,6965;79;11;1;0,139240506;0,121703572
3836;Agronomia;LS;Setor de Ciências Agrárias;I;Bacharelado;Abandono;0,2963;62;30;1;0,483870968;0,121719591
58905;Design de Produto;AH;Setor de Artes, Comunicação e Design;M;Bacharelado;Formatura;0,9751;47;0;0;0;0,121728994
15305;Química;ED;Setor de Ciências Exatas;N;Licenciatura;Abandono;0,2625;18;11;1;0,611111111;0,12174123
8871;Engenharia Mecânica;ET;Setor de Tecnologia;N;Bacharelado;Abandono;0,351;136;48;1;0,352941176;0,121742198
47126;Secretariado;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Abandono;0,5061;81;28;1;0,345679012;0,121746977
52471;Geografia;ED;Setor de Ciências da Terra;N;Licenciatura;Sem evasão;0,7892;67;2;0;0,029850746;0,121748972
12695;Física;PH;Setor de Ciências Exatas;M;Bacharelado;Abandono;0,3466;85;28;1;0,329411765;0,12176701
18722;Educação Física;LS;Setor de Ciências Biológicas;I;Licenciatura;Abandono;0,71;45;5;1;0,111111111;0,121767801
7291;Gestão da Informação;CS;Setor de Ciências Sociais Aplicadas;M;Bacharelado;Abandono;0,4369;81;20;1;0,24691358;0,121770927
38521;Engenharia Elétrica;ET;Setor de Tecnologia;I;Bacharelado;Formatura;0,8684;79;0;0;0;0,121775037
9071;Ciências Biológicas;LS;Setor Palotina;I;Bacharelado;Abandono;0;11;6;1;0,545454545;0,121779579
13825;Turismo;BE;Setor de Ciências Humanas;N;Bacharelado;Formatura;0,7635;70;3;0;0,042857143;0,12179663
48605;Terapia Ocupacional;PS;Setor de Ciências da Saúde;N;Bacharelado;Abandono;0;8;8;1;1;0,121813665
73615;Terapia Ocupacional;PS;Setor de Ciências da Saúde;I;Bacharelado;Sem evasão;0,6998;47;1;0;0,021276596;0,12181594
60816;Educação Física;LS;Setor Litoral;N;Licenciatura;Abandono;0,9026;44;0;1;0;0,121823554
34265;Matemática;ED;Setor de Ciências Exatas;T;Licenciatura;Formatura;0,8119;51;5;0;0,098039216;0,121836168
75980;Análise e Desenvolvimento de Sistemas;CS;Setor de Educação Profissional e Tecnológica;T;Tecnológico;Sem evasão;0,7792;35;1;0;0,028571429;0,1218677
21392;Ciências Biológicas;ED;Setor de Ciências Biológicas;M;Licenciatura;Abandono;0,318;6;6;1;1;0,121880389
73745;Agronomia;LS;Setor de Ciências Agrárias;I;Bacharelado;Sem evasão;0,6317;54;4;0;0,074074074;0,121883463
54;Linguagem e Comunicação;ED;Setor Litoral;N;Licenciatura;Abandono;0;21;5;1;0,238095238;0,12191227
62499;Engenharia de Bioprocessos e Biotecnologia;LS;Setor de Tecnologia;I;Bacharelado;Sem evasão;0,8765;50;0;0;0;0,121930494
51980;Ciências Sociais;ED;Setor de Ciências Humanas;M;Licenciatura;Abandono;0;6;1;1;0,166666667;0,121952221
468;Serviço Social;SS;Setor Litoral;N;Bacharelado;Abandono;0;74;17;1;0,22972973;0,121960061
14006;Medicina Veterinária;LS;Setor Palotina;I;Bacharelado;Formatura;0,7742;80;1;0;0,0125;0,121960819
37857;Serviço Social;SS;Setor Litoral;N;Bacharelado;Formatura;0,94;62;0;0;0;0,121965073
31340;Direito;LW;Setor de Ciências Jurídicas;M;Bacharelado;Formatura;0,8289;54;0;0;0;0,121965803
36755;Zootecnia;LS;Setor de Ciências Agrárias;I;Bacharelado;Formatura;0,8912;150;0;0;0;0,121997972
67296;História;ED;Setor de Ciências Humanas;T;Licenciatura;Abandono;0,9133;5;0;1;0;0,122005186
47531;Educação Física;LS;Setor de Ciências Biológicas;I;Licenciatura;Formatura;0,7482;109;8;0;0,073394495;0,122005465
56053;Engenharia Civil;ET;Setor de Tecnologia;I;Bacharelado;Sem evasão;0,5857;85;14;0;0,164705882;0,122008069
30288;Design de Produto;AH;Setor de Artes, Comunicação e Design;M;Bacharelado;Formatura;0,621;87;8;0;0,091954023;0,122010383
12557;Ciências Sociais;SS;Setor de Ciências Humanas;M;ABI;Abandono;0,7233;24;3;1;0,125;0,122087186
31617;Terapia Ocupacional;PS;Setor de Ciências da Saúde;N;Bacharelado;Abandono;0,7783;66;0;1;0;0,122099756
29929;Engenharia de Bioprocessos e Biotecnologia;LS;Setor de Tecnologia;I;Bacharelado;Formatura;0,7436;88;1;0;0,011363636;0,122101722
17684;Geologia;PH;Setor de Ciências da Terra;I;Bacharelado;Formatura;0,6917;81;3;0;0,037037037;0,122109145
58684;Geografia;SS;Setor de Ciências da Terra;N;Bacharelado;Formatura;0,9012;90;0;0;0;0,122132819
64292;Análise e Desenvolvimento de Sistemas;CS;Setor de Educação Profissional e Tecnológica;T;Tecnológico;Abandono;0;1;1;1;1;0,122148331
21809;Filosofia;AH;Setor de Ciências Humanas;M;ABI;Abandono;0,345;14;4;1;0,285714286;0,122151564
23910;Medicina;CL;Setor de Ciências da Saúde;I;Bacharelado;Abandono;0,493;21;5;1;0,238095238;0,122153307
36936;Ciências Contábeis;BE;Setor de Ciências Sociais Aplicadas;N;Bacharelado;Formatura;0,8465;55;2;0;0,036363636;0,122203298
66626;Negócios Imobiliários;BE;Setor de Educação Profissional e Tecnológica;N;Tecnológico;Abandono;0,5;7;1;1;0,142857143;0,122205281
42047;Pedagogia;ED;Setor de Educação;M;Licenciatura;Abandono;0,9358;23;0;1;0;0,122205743
38778;Pedagogia;ED;Setor de Educação;N;Licenciatura;Formatura;0,8729;61;0;0;0;0,12222675
30876;Gestão da Informação;CS;Setor de Ciências Sociais Aplicadas;M;Bacharelado;Formatura;0,7648;60;3;0;0,05;0,122237069
